Class,Roll,Name
10,429,"Nicolina Nicoline"
1,284,"Nicolle Nikaniki"
4,4,"Nike Niki"
6,1,"Nikki Nikkie"
1,365,"Nikoletta Nikolia"
7,5,"Nina Ninetta"
2,134,"Ninette Ninnetta"
8,114,"Ninnette Ninon"
8,332,"Nissa Nisse"
7,379,"Nissie Nissy"
5,202,"Nita Nixie"
8,370,"Noami Noel"
10,57,"Noelani Noell"
1,56,"Noella Noelle"
8,269,"Noellyn Noelyn"
7,45,"Noemi Nola"
8,148,"Nolana Nolie"
1,47,"Nollie Nomi"
8,201,"Nona Nonah"
8,188,"Noni Nonie"
3,250,"Nonna Nonnah"
3,236,"Nora Norah"
9,66,"Norean Noreen"
8,332,"Norene Norina"
3,228,"Norine Norma"
10,256,"Norri Norrie"
7,457,"Norry Novelia"
5,19,"Nydia Nyssa"
4,327,"Octavia Odele"
5,345,"Odelia Odelinda"
9,191,"Odella Odelle"
8,291,"Odessa Odetta"
9,69,"Odette Odilia"
9,340,"Odille Ofelia"
8,236,"Ofella Ofilia"
7,38,"Ola Olenka"
3,72,"Olga Olia"
9,219,"Olimpia Olive"
3,474,"Olivette Olivia"
3,238,"Olivie Oliy"
3,465,"Ollie Olly"
3,482,"Olva Olwen"
2,470,"Olympe Olympia"
6,138,"Olympie Ondrea"
2,425,"Oneida Onida"
8,242,"Oona Opal"
2,223,"Opalina Opaline"
1,305,"Ophelia Ophelie"
7,220,"Ora Oralee"
8,411,"Oralia Oralie"
9,376,"Oralla Oralle"
9,144,"Orel Orelee"
5,73,"Orelia Orelie"
6,287,"Orella Orelle"
5,117,"Oriana Orly"
3,99,"Orsa Orsola"
2,369,"Ortensia Otha"
8,205,"Othelia Othella"
2,284,"Othilia Othilie"
10,485,"Ottilie Page"
6,176,"Paige Paloma"
10,27,"Pam Pamela"
4,109,"Pamelina Pamella"
1,40,"Pammi Pammie"
2,180,"Pammy Pandora"
7,488,"Pansie Pansy"
3,102,"Paola Paolina"
5,205,"Papagena Pat"
3,49,"Patience Patrica"
7,72,"Patrice Patricia"
2,219,"Patrizia Patsy"
8,449,"Patti Pattie"
4,306,"Patty Paula"
1,277,"Paule Pauletta"
4,347,"Paulette Pauli"
4,500,"Paulie Paulina"
7,191,"Pauline Paulita"
10,123,"Pauly Pavia"
4,210,"Pavla Pearl"
1,480,"Pearla Pearle"
9,316,"Pearline Peg"
7,499,"Pegeen Peggi"
3,153,"Peggie Peggy"
2,91,"Pen Penelopa"
5,397,"Penelope Penni"
6,218,"Pennie Penny"
9,36,"Pepi Pepita"
1,203,"Peri Peria"
1,24,"Perl Perla"
2,133,"Perle Perri"
3,444,"Perrine Perry"
5,96,"Persis Pet"
10,11,"Peta Petra"
2,434,"Petrina Petronella"
5,84,"Petronia Petronilla"
9,312,"Petronille Petunia"
10,435,"Phaedra Phaidra"
9,315,"Phebe Phedra"
8,364,"Phelia Phil"
10,140,"Philipa Philippa"
10,124,"Philippe Philippine"
9,375,"Philis Phillida"
9,80,"Phillie Phillis"
3,352,"Philly Philomena"
4,260,"Phoebe Phylis"
3,324,"Phyllida Phyllis"
1,468,"Phyllys Phylys"
8,189,"Pia Pier"
4,341,"Pierette Pierrette"
4,49,"Pietra Piper"
2,90,"Pippa Pippy"
4,174,"Polly Pollyanna"
10,373,"Pooh Poppy"
6,315,"Portia Pris"
4,97,"Prisca Priscella"
10,348,"Priscilla Prissie"
4,15,"Pru Prudence"
6,231,"Prudi Prudy"
4,3,"Prue Queenie"
4,48,"Quentin Querida"
4,269,"Quinn Quinta"
7,316,"Quintana Quintilla"
7,346,"Quintina Rachael"
6,214,"Rachel Rachele"
5,330,"Rachelle Rae"
10,461,"Raeann Raf"
4,326,"Rafa Rafaela"
9,295,"Rafaelia Rafaelita"
9,474,"Rahal Rahel"
2,286,"Raina Raine"
3,415,"Rakel Ralina"
1,494,"Ramona Ramonda"
6,207,"Rana Randa"
9,227,"Randee Randene"
6,9,"Randi Randie"
9,322,"Randy Ranee"
9,201,"Rani Rania"
7,365,"Ranice Ranique"
1,197,"Ranna Raphaela"
7,84,"Raquel Raquela"
5,45,"Rasia Rasla"
10,298,"Raven Ray"
4,30,"Raychel Raye"
5,68,"Rayna Raynell"
6,53,"Rayshell Rea"
9,129,"Reba Rebbecca"
2,338,"Rebe Rebeca"
6,99,"Rebecca Rebecka"
7,49,"Rebeka Rebekah"
9,104,"Rebekkah Ree"
7,155,"Reeba Reena"
5,37,"Reeta Reeva"
2,118,"Regan Reggi"
6,401,"Reggie Regina"
5,332,"Regine Reiko"
8,192,"Reina Reine"
1,381,"Remy Rena"
10,97,"Renae Renata"
7,285,"Renate Rene"
9,117,"Renee Renell"
5,222,"Renelle Renie"
1,359,"Rennie Reta"
9,218,"Retha Revkah"
6,307,"Rey Reyna"
2,486,"Rhea Rheba"
10,26,"Rheta Rhetta"
2,39,"Rhiamon Rhianna"
8,346,"Rhianon Rhoda"
9,315,"Rhodia Rhodie"
8,173,"Rhody Rhona"
7,435,"Rhonda Riane"
5,225,"Riannon Rianon"
4,409,"Rica Ricca"
5,76,"Rici Ricki"
2,190,"Rickie Ricky"
1,85,"Riki Rikki"
3,288,"Rina Risa"
5,173,"Rita Riva"
9,252,"Rivalee Rivi"
9,122,"Rivkah Rivy"
7,241,"Roana Roanna"
1,80,"Roanne Robbi"
5,209,"Robbie Robbin"
5,138,"Robby Robbyn"
2,23,"Robena Robenia"
9,373,"Roberta Robin"
9,230,"Robina Robinet"
1,123,"Robinett Robinetta"
1,122,"Robinette Robinia"
1,35,"Roby Robyn"
10,94,"Roch Rochell"
2,73,"Rochella Rochelle"
6,414,"Rochette Roda"
5,386,"Rodi Rodie"
10,76,"Rodina Rois"
6,253,"Romola Romona"
2,6,"Romonda Romy"
6,446,"Rona Ronalda"
5,109,"Ronda Ronica"
3,441,"Ronna Ronni"
5,449,"Ronnica Ronnie"
8,292,"Ronny Roobbie"
6,465,"Rora Rori"
7,20,"Rorie Rory"
5,316,"Ros Rosa"
10,249,"Rosabel Rosabella"
4,26,"Rosabelle Rosaleen"
9,143,"Rosalia Rosalie"
10,271,"Rosalind Rosalinda"
6,456,"Rosalinde Rosaline"
8,239,"Rosalyn Rosalynd"
7,162,"Rosamond Rosamund"
9,392,"Rosana Rosanna"
10,162,"Rosanne Rose"
4,394,"Roseann Roseanna"
4,482,"Roseanne Roselia"
5,470,"Roselin Roseline"
5,371,"Rosella Roselle"
3,391,"Rosemaria Rosemarie"
6,373,"Rosemary Rosemonde"
3,297,"Rosene Rosetta"
4,467,"Rosette Roshelle"
1,498,"Rosie Rosina"
8,112,"Rosita Roslyn"
7,341,"Rosmunda Rosy"
1,466,"Row Rowe"
9,127,"Rowena Roxana"
10,27,"Roxane Roxanna"
9,437,"Roxanne Roxi"
2,369,"Roxie Roxine"
2,494,"Roxy Roz"
4,375,"Rozalie Rozalin"
8,327,"Rozamond Rozanna"
9,250,"Rozanne Roze"
2,340,"Rozele Rozella"
8,126,"Rozelle Rozina"
5,94,"Rubetta Rubi"
4,13,"Rubia Rubie"
4,405,"Rubina Ruby"
5,211,"Ruperta Ruth"
8,43,"Ruthann Ruthanne"
1,176,"Ruthe Ruthi"
2,6,"Ruthie Ruthy"
5,390,"Ryann Rycca"
10,242,"Saba Sabina"
6,328,"Sabine Sabra"
3,311,"Sabrina Sacha"
9,51,"Sada Sadella"
10,152,"Sadie Sadye"
3,409,"Saidee Sal"
5,421,"Salaidh Sallee"
6,330,"Salli Sallie"
2,479,"Sally Sallyann"
3,309,"Sallyanne Saloma"
2,317,"Salome Salomi"
1,480,"Sam Samantha"
7,251,"Samara Samaria"
9,231,"Sammy Sande"
2,60,"Sandi Sandie"
2,403,"Sandra Sandy"
10,81,"Sandye Sapphira"
4,389,"Sapphire Sara"
9,284,"Sara-Ann Saraann"
7,84,"Sarah Sarajane"
3,90,"Saree Sarena"
10,129,"Sarene Sarette"
10,379,"Sari Sarina"
7,227,"Sarine Sarita"
8,151,"Sascha Sasha"
10,91,"Sashenka Saudra"
2,111,"Saundra Savina"
1,382,"Sayre Scarlet"
5,280,"Scarlett Sean"
10,469,"Seana Seka"
3,436,"Sela Selena"
9,493,"Selene Selestina"
3,305,"Selia Selie"
10,112,"Selina Selinda"
7,171,"Seline Sella"
10,227,"Selle Selma"
7,391,"Sena Sephira"
9,121,"Serena Serene"
9,17,"Shae Shaina"
7,477,"Shaine Shalna"
8,438,"Shalne Shana"
10,338,"Shanda Shandee"
10,341,"Shandeigh Shandie"
1,261,"Shandra Shandy"
1,184,"Shane Shani"
1,312,"Shanie Shanna"
4,156,"Shannah Shannen"
2,339,"Shannon Shanon"
2,36,"Shanta Shantee"
8,251,"Shara Sharai"
9,349,"Shari Sharia"
9,169,"Sharity Sharl"
9,36,"Sharla Sharleen"
2,360,"Sharlene Sharline"
6,339,"Sharon Sharona"
7,70,"Sharron Sharyl"
10,255,"Shaun Shauna"
6,176,"Shawn Shawna"
8,331,"Shawnee Shay"
4,68,"Shayla Shaylah"
9,221,"Shaylyn Shaylynn"
8,336,"Shayna Shayne"
5,34,"Shea Sheba"
9,39,"Sheela Sheelagh"
1,328,"Sheelah Sheena"
8,126,"Sheeree Sheila"
4,322,"Sheila-Kathryn Sheilah"
9,267,"Shel Shela"
8,434,"Shelagh Shelba"
4,112,"Shelbi Shelby"
1,313,"Shelia Shell"
8,400,"Shelley Shelli"
8,292,"Shellie Shelly"
2,15,"Shena Sher"
4,67,"Sheree Sheri"
9,487,"Sherie Sherill"
3,164,"Sherilyn Sherline"
7,366,"Sherri Sherrie"
6,349,"Sherry Sherye"
6,265,"Sheryl Shina"
2,249,"Shir Shirl"
10,204,"Shirlee Shirleen"
2,387,"Shirlene Shirley"
2,278,"Shirline Shoshana"
9,299,"Shoshanna Siana"
1,295,"Sianna Sib"
7,421,"Sibbie Sibby"
3,30,"Sibeal Sibel"
6,474,"Sibella Sibelle"
2,186,"Sibilla Sibley"
3,181,"Sibyl Sibylla"
4,31,"Sibylle Sidoney"
6,495,"Sidonia Sidonnie"
3,40,"Sigrid Sile"
6,152,"Sileas Silva"
10,18,"Silvana Silvia"
3,397,"Silvie Simona"
5,321,"Simone Simonette"
10,394,"Simonne Sindee"
2,306,"Siobhan Sioux"
1,338,"Siouxie Sisely"
10,155,"Sisile Sissie"
6,499,"Sissy Siusan"
4,174,"Sofia Sofie"
10,284,"Sondra Sonia"
4,215,"Sonja Sonni"
5,32,"Sonnie Sonnnie"
6,160,"Sonny Sonya"
9,493,"Sophey Sophi"
4,220,"Sophia Sophie"
9,355,"Sophronia Sorcha"
3,395,"Sosanna Stace"
7,162,"Stacee Stacey"
5,238,"Staci Stacia"
3,16,"Stacie Stacy"
5,99,"Stafani Star"
5,495,"Starla Starlene"
3,314,"Starlin Starr"
8,140,"Stefa Stefania"
5,168,"Stefanie Steffane"
3,199,"Steffi Steffie"
10,239,"Stella Stepha"
8,127,"Stephana Stephani"
9,107,"Stephanie Stephannie"
6,448,"Stephenie Stephi"
2,114,"Stephie Stephine"
10,414,"Stesha Stevana"
5,405,"Stevena Stoddard"
4,426,"Storm Stormi"
3,482,"Stormie Stormy"
10,388,"Sue Suellen"
3,497,"Sukey Suki"
1,184,"Sula Sunny"
5,227,"Sunshine Susan"
5,150,"Susana Susanetta"
8,450,"Susann Susanna"
10,129,"Susannah Susanne"
5,77,"Susette Susi"
5,289,"Susie Susy"
6,226,"Suzann Suzanna"
9,360,"Suzanne Suzette"
5,390,"Suzi Suzie"
6,51,"Suzy Sybil"
6,200,"Sybila Sybilla"
3,139,"Sybille Sybyl"
6,269,"Sydel Sydelle"
7,112,"Sydney Sylvia"
7,260,"Tabatha Tabbatha"
9,427,"Tabbi Tabbie"
8,321,"Tabbitha Tabby"
10,85,"Tabina Tabitha"
3,127,"Taffy Talia"
5,161,"Tallia Tallie"
9,467,"Tallou Tallulah"
2,89,"Tally Talya"
8,185,"Talyah Tamar"
6,383,"Tamara Tamarah"
3,425,"Tamarra Tamera"
4,71,"Tami Tamiko"
1,260,"Tamma Tammara"
10,156,"Tammi Tammie"
9,438,"Tammy Tamqrah"
8,497,"Tamra Tana"
5,117,"Tandi Tandie"
7,388,"Tandy Tanhya"
2,203,"Tani Tania"
9,59,"Tanitansy Tansy"
9,184,"Tanya Tara"
2,384,"Tarah Tarra"
4,20,"Tarrah Taryn"
6,46,"Tasha Tasia"
8,272,"Tate Tatiana"
6,481,"Tatiania Tatum"
3,212,"Tawnya Tawsha"
1,171,"Ted Tedda"
8,463,"Teddi Teddie"
2,203,"Teddy Tedi"
9,148,"Tedra Teena"
4,449,"TEirtza Teodora"
6,325,"Tera Teresa"
7,52,"Terese Teresina"
10,159,"Teresita Teressa"
2,208,"Teri Teriann"
3,181,"Terra Terri"
10,344,"Terrie Terrijo"
1,266,"Terry Terrye"
9,255,"Tersina Terza"
7,168,"Tess Tessa"
1,436,"Tessi Tessie"
6,341,"Tessy Thalia"
3,53,"Thea Theadora"
5,135,"Theda Thekla"
4,406,"Thelma Theo"
5,305,"Theodora Theodosia"
10,397,"Theresa Therese"
9,42,"Theresina Theresita"
1,8,"Theressa Therine"
5,410,"Thia Thomasa"
10,394,"Thomasin Thomasina"
9,9,"Thomasine Tiena"
5,141,"Tierney Tiertza"
7,329,"Tiff Tiffani"
8,15,"Tiffanie Tiffany"
1,333,"Tiffi Tiffie"
3,78,"Tiffy Tilda"
1,408,"Tildi Tildie"
5,327,"Tildy Tillie"
3,237,"Tilly Tim"
4,28,"Timi Timmi"
5,439,"Timmie Timmy"
2,23,"Timothea Tina"
10,225,"Tine Tiphani"
4,384,"Tiphanie Tiphany"
8,97,"Tish Tisha"
7,224,"Tobe Tobey"
6,366,"Tobi Toby"
7,83,"Tobye Toinette"
8,463,"Toma Tomasina"
7,394,"Tomasine Tomi"
4,48,"Tommi Tommie"
7,172,"Tommy Toni"
8,306,"Tonia Tonie"
2,201,"Tony Tonya"
9,82,"Tonye Tootsie"
2,435,"Torey Tori"
9,153,"Torie Torrie"
9,56,"Tory Tova"
9,191,"Tove Tracee"
9,362,"Tracey Traci"
5,216,"Tracie Tracy"
4,95,"Trenna Tresa"
8,301,"Trescha Tressa"
5,332,"Tricia Trina"
5,127,"Trish Trisha"
4,261,"Trista Trix"
2,48,"Trixi Trixie"
3,332,"Trixy Truda"
3,282,"Trude Trudey"
5,247,"Trudi Trudie"
3,261,"Trudy Trula"
5,87,"Tuesday Twila"
2,342,"Twyla Tybi"
2,493,"Tybie Tyne"
4,432,"Ula Ulla"
8,22,"Ulrica Ulrika"
6,291,"Ulrikaumeko Ulrike"
3,433,"Umeko Una"
4,145,"Ursa Ursala"
1,57,"Ursola Ursula"
9,340,"Ursulina Ursuline"
10,296,"Uta Val"
8,101,"Valaree Valaria"
2,444,"Vale Valeda"
10,160,"Valencia Valene"
2,96,"Valenka Valentia"
4,223,"Valentina Valentine"
6,36,"Valera Valeria"
10,27,"Valerie Valery"
9,299,"Valerye Valida"
10,85,"Valina Valli"
7,458,"Vallie Vally"
2,435,"Valma Valry"
2,21,"Van Vanda"
7,357,"Vanessa Vania"
6,202,"Vanna Vanni"
8,98,"Vannie Vanny"
8,287,"Vanya Veda"
1,477,"Velma Velvet"
6,431,"Venita Venus"
8,420,"Vera Veradis"
4,407,"Vere Verena"
4,264,"Verene Veriee"
10,409,"Verile Verina"
9,25,"Verine Verla"
1,100,"Verna Vernice"
7,378,"Veronica Veronika"
5,188,"Veronike Veronique"
8,298,"Vevay Vi"
4,96,"Vicki Vickie"
9,137,"Vicky Victoria"
4,202,"Vida Viki"
8,498,"Vikki Vikky"
4,283,"Vilhelmina Vilma"
3,70,"Vin Vina"
10,109,"Vinita Vinni"
7,90,"Vinnie Vinny"
5,335,"Viola Violante"
6,12,"Viole Violet"
8,495,"Violetta Violette"
4,154,"Virgie Virgina"
2,349,"Virginia Virginie"
6,3,"Vita Vitia"
2,196,"Vitoria Vittoria"
3,95,"Viv Viva"
1,306,"Vivi Vivia"
9,291,"Vivian Viviana"
1,316,"Vivianna Vivianne"
8,198,"Vivie Vivien"
8,114,"Viviene Vivienne"
5,310,"Viviyan Vivyan"
2,109,"Vivyanne Vonni"
3,293,"Vonnie Vonny"
7,456,"Vyky Wallie"
2,390,"Wallis Walliw"
4,44,"Wally Waly"
2,396,"Wanda Wandie"
10,75,"Wandis Waneta"
2,279,"Wanids Wenda"
6,401,"Wendeline Wendi"
8,116,"Wendie Wendy"
8,456,"Wendye Wenona"
4,268,"Wenonah Whitney"
6,398,"Wileen Wilhelmina"
4,221,"Wilhelmine Wilie"
1,85,"Willa Willabella"
3,438,"Willamina Willetta"
10,134,"Willette Willi"
1,487,"Willie Willow"
7,238,"Willy Willyt"
2,243,"Wilma Wilmette"
10,420,"Wilona Wilone"
6,25,"Wilow Windy"
4,239,"Wini Winifred"
9,319,"Winna Winnah"
6,381,"Winne Winni"
6,49,"Winnie Winnifred"
6,43,"Winny Winona"
1,311,"Winonah Wren"
2,281,"Wrennie Wylma"
7,156,"Wynn Wynne"
3,414,"Wynnie Wynny"
7,409,"Xaviera Xena"
8,174,"Xenia Xylia"
2,487,"Xylina Yalonda"
9,124,"Yasmeen Yasmin"
5,45,"Yelena Yetta"
9,70,"Yettie Yetty"
8,92,"Yevette Ynes"
2,224,"Ynez Yoko"
4,299,"Yolanda Yolande"
7,47,"Yolane Yolanthe"
9,292,"Yoshi Yoshiko"
2,14,"Yovonnda Ysabel"
7,381,"Yvette Yvonne"
6,133,"Zabrina Zahara"
8,363,"Zandra Zaneta"
2,480,"Zara Zarah"
6,444,"Zaria Zarla"
3,371,"Zea Zelda"
4,417,"Zelma Zena"
3,363,"Zenia Zia"
3,240,"Zilvia Zita"
3,381,"Zitella Zoe"
5,92,"Zola Zonda"
2,444,"Zondra Zonnya"
10,60,"Zora Zorah"
3,88,"Zorana Zorina"
2,430,"Zorine Zsa"
3,305,"Zsa Zsazsa"
9,248,"Zulema Zuzana"
2,50,"Zulema Zuzana"
